ID,Ranking,Name,Height in inches,wt in lbs,Hometown2,State2,Position,Rating,Stars,College,College lean,Conference,Committed,Committed to,pos_group
2021_643,600,Austin Booker,77,235,Greenwood  IN,IN,WDE,0.8668,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,DL
2021_966,601,Jeremiah Pittman,74,255,Arlington Heights  IL,IL,DT,0.8668,3,Iowa,Iowa,Big Ten,Committed,Iowa,DL
2021_1016,602,Jackson West,76,231,Huntsville  AL,AL,TE,0.8668,3,Florida State,Florida State,ACC,Committed,Florida State,TE
2021_575,603,Jimmy Wyrick,70,160,Dallas  TX,TX,CB,0.8667,3,Stanford,Stanford,Pac-12,Committed,Stanford,DB
2021_576,604,Armond Scott,75,200,Euclid  OH,OH,WR,0.8667,3,Kentucky,Kentucky,SEC,Committed,Kentucky,WR
2021_577,605,Damon Ollison,72,215,Akron  OH,OH,OLB,0.8667,3,N/A,N/A,Other,Not Committed,,LB
2021_578,606,Jamarius Dinkins,78,255,Columbus  OH,OH,SDE,0.8667,3,N/A,N/A,Other,Not Committed,,DL
2021_579,607,Jack Bech,73,203,Lafayette  LA,LA,WR,0.8667,3,Vanderbilt,Vanderbilt,SEC,Committed,Vanderbilt,WR
2021_580,608,DJ Justice,73,180,Mission Hills  CA,CA,WR,0.8667,3,UCLA,UCLA,Pac-12,Committed,UCLA,WR
2021_581,609,Xavier Castillo,77,325,Baltimore  MD,MD,OG,0.8667,3,N/A,N/A,Other,Not Committed,,OL
2021_583,610,Jake Ratzlaff,75,220,Rosemount  MN,MN,OLB,0.8667,3,N/A,N/A,Other,Not Committed,,LB
2021_634,611,Ja'Den McBurrows,70,165,Fort Lauderdale  FL,FL,CB,0.8667,3,Michigan,Michigan,Big Ten,Committed,Michigan,DB
2021_1017,612,Chase Hattley,75,205,Cary  NC,NC,S,0.8667,3,N/A,N/A,Other,Not Committed,,DB
2021_1018,613,Jacob Schuster,74,300,Olympia  WA,WA,DT,0.8667,3,Stanford100%,Stanford,Pac-12,Not Committed,,DL
2021_586,614,Noah Collins,75.5,215,Loganville  GA,GA,WDE,0.8662,3,Georgia Tech,Georgia Tech,ACC,Committed,Georgia Tech,DL
2021_587,615,Lonnie White Jr.,74,210,Malvern  PA,PA,ATH,0.8662,3,Penn State,Penn State,Big Ten,Committed,Penn State,ATH
2021_588,616,Devin Neal,71,188,Lawrence  KS,KS,RB,0.866,3,Kansas,Kansas,Big 12,Committed,Kansas,RB
2021_589,617,Brady Boyd,73,175,Southlake  TX,TX,WR,0.866,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,WR
2021_726,618,Jordan Lovett,74,195,Radcliff  KY,KY,S,0.866,3,Kentucky,Kentucky,SEC,Committed,Kentucky,DB
2021_783,619,Max Llewellyn,77,230,Urbandale  IA,IA,SDE,0.866,3,Iowa,Iowa,Big Ten,Committed,Iowa,DL
2021_590,620,Brody Brecht,76,205,Ankeny  IA,IA,WR,0.8659,3,Iowa,Iowa,Big Ten,Committed,Iowa,WR
2021_591,621,Arland Bruce IV,70,185,Olathe  KS,KS,ATH,0.8655,3,Iowa,Iowa,Big Ten,Committed,Iowa,ATH
2021_592,622,Johnny Martin,70,215,Blackwood  NJ,NJ,RB,0.8654,3,Temple,Temple,Other,Committed,Temple,RB
2021_593,623,Santino Marucci,73,190,Jacksonville  FL,FL,PRO,0.8654,3,Wake Forest,Wake Forest,ACC,Committed,Wake Forest,QB
2021_594,624,Ja'Corey Hammett,75,205,Miami  FL,FL,OLB,0.8654,3,Miami,Miami,ACC,Committed,Miami,LB
2021_595,625,Marquael Parks,69,160,Orrville  OH,OH,ATH,0.8653,3,N/A,N/A,Other,Not Committed,,ATH
2021_660,626,Deven Eastern,77,260,Shakopee  MN,MN,SDE,0.8653,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,DL
2021_597,627,Austin Gentle,75.5,292,Chattanooga  TN,TN,OG,0.8648,3,Harvard,Harvard,Other,Committed,Harvard,OL
2021_598,628,Connor Tollison,77,300,Jackson  MO,MO,OT,0.8648,3,Missouri,Missouri,SEC,Committed,Missouri,OL
2021_599,629,Jaden Lindsay,75,270,Kernersville  NC,NC,OG,0.8648,3,Appalachian State,Appalachian State,Other,Committed,Appalachian State,OL
2021_600,630,Cameron Bonner,71,173,Houston  TX,TX,WR,0.8648,3,Baylor100%,Baylor,Big 12,Not Committed,,WR
2021_601,631,Royce White,76,250,Lagrange  GA,GA,OT,0.8648,3,Memphis,Memphis,Other,Committed,Memphis,OL
2021_602,632,Michael Green,76,215,Williamsburg  VA,VA,WR,0.8648,3,Virginia,Virginia,ACC,Committed,Virginia,WR
2021_501,633,Anthony Rosas,74,295,Baldwin Park  CA,CA,OT,0.8647,3,N/A,N/A,Other,Not Committed,,OL
2021_604,634,Montaye Dawson,67,165,Fort Worth  TX,TX,APB,0.8647,3,SMU,SMU,Other,Committed,SMU,RB
2021_606,635,Darrell Jackson,77.5,241,Havana  FL,FL,SDE,0.8647,3,Tennessee,Tennessee,SEC,Committed,Tennessee,DL
2021_610,636,Liam Clifford,73,195,Cincinnati  OH,OH,ATH,0.8647,3,Penn State,Penn State,Big Ten,Committed,Penn State,ATH
2021_1019,637,Davion Sistrunk,74,170,Melbourne  FL,FL,CB,0.8647,3,Missouri,Missouri,SEC,Committed,Missouri,DB
2021_611,638,Fernando Garza,77,244,Katy  TX,TX,TE,0.8646,3,Texas A&M,Texas A&M,SEC,Committed,Texas A&M,TE
2021_612,639,Mao Glynn,76,280,Cincinnati  OH,OH,OG,0.8646,3,Cincinnati,Cincinnati,Other,Committed,Cincinnati,OL
2021_613,640,Jordan Thompson,75,225,Morris Plains  NJ,NJ,ATH,0.8646,3,Rutgers,Rutgers,Big Ten,Committed,Rutgers,ATH
2021_614,641,Erick Cade,77.5,313,Denton  TX,TX,OT,0.8643,3,N/A,N/A,Other,Not Committed,,OL
2021_615,642,Michael Gonzalez,76,280,Monroe  NC,NC,OG,0.8643,3,N/A,N/A,Other,Not Committed,,OL
2021_616,643,Fred Eaford,70.5,159,Deerfield Beach  FL,FL,WR,0.8642,3,N/A,N/A,Other,Not Committed,,WR
2021_618,644,Elijah Howard,71,185,Chattanooga  TN,TN,RB,0.864,3,Tennessee,Tennessee,SEC,Committed,Tennessee,RB
2021_619,645,Dyson McCutcheon,70,165,La Puente  CA,CA,CB,0.864,3,Washington,Washington,Pac-12,Committed,Washington,DB
2021_621,646,Julian Gray,70.5,174,Huntersville  NC,NC,WR,0.8639,3,NC State,NC State,Other,Committed,NC State,WR
2021_757,647,Jalen Stroman,73,190,Nokesville  VA,VA,S,0.8639,3,Virginia Tech,Virginia Tech,ACC,Committed,Virginia Tech,DB
2021_622,648,Tyler Hibbler,71,183,Saint Louis  MO,MO,S,0.8638,3,N/A,N/A,Other,Not Committed,,DB
2021_623,649,Tahj Bullock,76,223,Jersey City  NJ,NJ,DUAL,0.8638,3,Virginia Tech92%,Virginia Tech,ACC,Not Committed,,QB
2021_625,650,Jarquez Hunter,70,183,Philadelphia  MS,MS,RB,0.8638,3,N/A,N/A,Other,Not Committed,,RB
2021_626,651,Demetrius Hill,74,190,Miami  FL,FL,S,0.8638,3,N/A,N/A,Other,Not Committed,,DB
2021_627,652,Jonathon Brooks,72,185,Hallettsville  TX,TX,RB,0.8635,3,Texas,Texas,Big 12,Committed,Texas,RB
2021_628,653,Finn Collins,75,178,Mission Hills  CA,CA,PRO,0.8635,3,Arizona State,Arizona State,Pac-12,Committed,Arizona State,QB
2021_629,654,Bam Booker,75,220,Cincinnati  OH,OH,OLB,0.8635,3,N/A,N/A,Other,Not Committed,,LB
2021_630,655,Owen McGowan,73,225,West Roxbury  MA,MA,ILB,0.8635,3,Boston College,Boston College,ACC,Committed,Boston College,LB
2021_631,656,Demarko Williams,70,175,Atlanta  GA,GA,CB,0.8635,3,Ole Miss,Ole Miss,SEC,Committed,Ole Miss,DB
2021_632,657,Taj Butts,71,205,Saint Louis  MO,MO,RB,0.8634,3,Missouri,Missouri,SEC,Committed,Missouri,RB
2021_633,658,Tyson Watson,78,270,Warren  MI,MI,SDE,0.8634,3,Michigan State,Michigan State,Big Ten,Committed,Michigan State,DL
2021_692,659,Charles Brantley,72,160,Venice  FL,FL,CB,0.8632,3,Michigan State,Michigan State,Big Ten,Committed,Michigan State,DB
2021_635,660,Tae'Quan Johnson,75,190,Ocoee  FL,FL,WR,0.8629,3,Coastal Carolina,Coastal Carolina,Other,Committed,Coastal Carolina,WR
2021_636,661,Andre Porter,75,260,Washington  DC,DC,SDE,0.8629,3,Boston College,Boston College,ACC,Committed,Boston College,DL
2021_200,662,Josaiah Stewart,74,235,Everett  MA,MA,WDE,0.8628,3,N/A,N/A,Other,Not Committed,,DL
2021_637,663,Javon McIntyre,73,187,Philadelphia  PA,PA,S,0.8628,3,Pittsburgh,Pittsburgh,Other,Committed,Pittsburgh,DB
2021_638,664,Tristan Bounds,79.5,285,Wallingford  CT,CT,OT,0.8628,3,Michigan,Michigan,Big Ten,Committed,Michigan,OL
2021_481,665,Jason White,76,260,Orange  CA,CA,OT,0.8627,3,N/A,N/A,Other,Not Committed,,OL
2021_640,666,JP Martin,71,185,Houston  TX,TX,RB,0.8627,3,N/A,N/A,Other,Not Committed,,RB
2021_641,667,Kenji Christian,74,200,Pinson  AL,AL,RB,0.8627,3,N/A,N/A,Other,Not Committed,,RB
2021_642,668,Zyun Reeves,79,245,Kernersville  NC,NC,SDE,0.8627,3,N/A,N/A,Other,Not Committed,,DL
2021_644,669,Elijah Davis,75.5,259,Wagener  SC,SC,SDE,0.8627,3,N/A,N/A,Other,Not Committed,,DL
2021_646,670,Bryce Phillips,71,170,Orange  CA,CA,CB,0.8627,3,N/A,N/A,Other,Not Committed,,DB
2021_647,671,Justin Walley,70,170,Biloxi  MS,MS,CB,0.8627,3,Mississippi State67%,Mississippi State,SEC,Not Committed,,DB
2021_648,672,Tyrell Raby,71,173,Baton Rouge  LA,LA,CB,0.8627,3,N/A,N/A,Other,Not Committed,,DB
2021_649,673,Jaden Keller,75,202,Bristol  TN,TN,ATH,0.8627,3,N/A,N/A,Other,Not Committed,,ATH
2021_650,674,Cedric Seabrough,76,220,Swainsboro  GA,GA,TE,0.8627,3,N/A,N/A,Other,Not Committed,,TE
2021_651,675,Cameron Ball,77,290,Atlanta  GA,GA,OT,0.8627,3,Georgia Tech100%,Georgia Tech,ACC,Not Committed,,OL
2021_652,676,Mikai Gbayor,74,210,Irvington  NJ,NJ,OLB,0.8627,3,N/A,N/A,Other,Not Committed,,LB
2021_725,677,Jah'von Grigsby,72,185,Baton Rouge  LA,LA,S,0.8627,3,Michigan State100%,Michigan State,Big Ten,Not Committed,,DB
2021_972,678,Garrett DiGiorgio,79,295,Phelan  CA,CA,OT,0.8627,3,UCLA100%,UCLA,Pac-12,Not Committed,,OL
2021_1020,679,Jordan Hornbeak,72,195,Fresno  CA,CA,RB,0.8627,3,N/A,N/A,Other,Not Committed,,RB
2021_654,680,Zach Twedt,75,205,Story City  IA,IA,ATH,0.8626,3,Iowa,Iowa,Big Ten,Committed,Iowa,ATH
2021_655,681,Noah Bolticoff,77,265,Rose Hill  KS,KS,OT,0.8626,3,TCU100%,TCU,Big 12,Not Committed,,OL
2021_624,682,Xavier Coleman,70,190,Medford  NJ,NJ,RB,0.8625,3,Boston College,Boston College,ACC,Committed,Boston College,RB
2021_656,683,Brendan Sullivan,75,180,Davison  MI,MI,PRO,0.8622,3,Northwestern,Northwestern,Big Ten,Committed,Northwestern,QB
2021_657,684,Braezhon Ross,74,266,Las Vegas  NV,NV,DT,0.8622,3,N/A,N/A,Other,Not Committed,,DL
2021_658,685,Shawn Hardy,75,190,Kingsland  GA,GA,WR,0.8622,3,Nebraska,Nebraska,Big Ten,Committed,Nebraska,WR
2021_659,686,Martez Thrower,73,210,Rochelle  GA,GA,OLB,0.8622,3,N/A,N/A,Other,Not Committed,,LB
2021_865,687,Eric Gentry,78,205,Philadelphia  PA,PA,WDE,0.8619,3,Arizona State88%,Arizona State,Pac-12,Not Committed,,DL
2021_870,688,Solomon Wright,72,270,Vian  OK,OK,DT,0.8619,3,Texas Tech,Texas Tech,Big 12,Committed,Texas Tech,DL
2021_661,689,Javon Gipson,74.5,189,Richmond  TX,TX,WR,0.8615,3,Baylor,Baylor,Big 12,Committed,Baylor,WR
2021_662,690,Velltray Jefferson,76,230,Fresno  CA,CA,ATH,0.8615,3,N/A,N/A,Other,Not Committed,,ATH
2021_663,691,Jasper Lott,77,243,Argyle  TX,TX,TE,0.8614,3,N/A,N/A,Other,Not Committed,,TE
2021_665,692,Hammond Russell,75,245,Dublin  OH,OH,SDE,0.8614,3,West Virginia,West Virginia,Big 12,Committed,West Virginia,DL
2021_666,693,Trent Battle,73,200,Daphne  AL,AL,DUAL,0.8614,3,TCU,TCU,Big 12,Committed,TCU,QB
2021_667,694,Edwin White,72,196,Mobile  AL,AL,S,0.8614,3,Tennessee,Tennessee,SEC,Committed,Tennessee,DB
2021_668,695,Colin Henrich,75,300,Washington  DC,DC,OG,0.8614,3,Boston College100%,Boston College,ACC,Not Committed,,OL
2021_669,696,Aaron Gunn,75,308,New Castle  PA,PA,OG,0.8614,3,Louisville,Louisville,ACC,Committed,Louisville,OL
2021_670,697,Christopher Paul Jr.,73,235,Cordele  GA,GA,ILB,0.8614,3,Nebraska,Nebraska,Big Ten,Committed,Nebraska,LB
2021_671,698,Garner Langlo,79,270,Ocala  FL,FL,OT,0.8614,3,Auburn,Auburn,SEC,Committed,Auburn,OL
2021_672,699,Jakiah Leftwich,78,302,Atlanta  GA,GA,OT,0.8614,3,Georgia Tech,Georgia Tech,ACC,Committed,Georgia Tech,OL
2021_673,700,Victor Mullen,78,255,Ottawa  IL,IL,TE,0.8613,3,Louisville,Louisville,ACC,Committed,Louisville,TE
2021_674,701,Zachary Lovett,74,210,ROCKLEDGE  FL,FL,ILB,0.8613,3,N/A,N/A,Other,Not Committed,,LB
2021_675,702,John Howse IV,74,185,Brentwood  TN,TN,CB,0.8613,3,N/A,N/A,Other,Not Committed,,DB
2021_676,703,Kajiya Hollawayne,75,206,San Jacinto  CA,CA,DUAL,0.8609,3,UCLA,UCLA,Pac-12,Committed,UCLA,QB
2021_677,704,Lucas Coley,73,203,San Antonio  TX,TX,DUAL,0.8609,3,Arkansas,Arkansas,SEC,Committed,Arkansas,QB
2021_678,705,Mason Tharp,79,225,Spring  TX,TX,TE,0.8607,3,Texas Tech,Texas Tech,Big 12,Committed,Texas Tech,TE
2021_770,706,Trenten Howland,74,218,Joliet  IL,IL,ATH,0.8607,3,Indiana,Indiana,Big Ten,Committed,Indiana,ATH
2021_679,707,Kahlil Brantley,74,205,Opa Locka  FL,FL,TE,0.8606,3,Miami,Miami,ACC,Committed,Miami,TE
2021_680,708,Bastian Swinney,78,275,Minneapolis  MN,MN,OT,0.8606,3,California,California,Pac-12,Committed,California,OL
2021_681,709,Logan Purcell,79,245,Annandale  MN,MN,OT,0.8606,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,OL
2021_819,710,Isaac Washington,75,268,Pilot Mountain  NC,NC,DT,0.8606,3,Tennessee,Tennessee,SEC,Committed,Tennessee,DL
2021_682,711,Zeus Alefosio,74,205,Villa Park  CA,CA,ATH,0.8605,3,N/A,N/A,Other,Not Committed,,ATH
2021_683,712,Var'Keyes Gumms,75,230,Houston  TX,TX,TE,0.8602,3,N/A,N/A,Other,Not Committed,,TE
2021_684,713,A.J. Kirk,72,200,Columbus  OH,OH,S,0.8602,3,Ohio State100%,Ohio State,Big Ten,Not Committed,,DB
2021_1021,714,Donovan Stephens,73,205,Oklahoma City  OK,OK,OLB,0.8602,3,N/A,N/A,Other,Not Committed,,LB
2021_574,715,Melvin Swindle,72.5,290,Oklahoma City  OK,OK,DT,0.8601,3,N/A,N/A,Other,Not Committed,,DL
2021_685,716,Grey Carroll,75,250,Alcoa  TN,TN,SDE,0.8601,3,Georgia Tech,Georgia Tech,ACC,Committed,Georgia Tech,DL
2021_686,717,BJ Harris,70,193,Chattanooga  TN,TN,RB,0.8601,3,N/A,N/A,Other,Not Committed,,RB
2021_687,718,Corey Coley Jr.,73,170,Jacksonville  FL,FL,S,0.8601,3,N/A,N/A,Other,Not Committed,,DB
2021_688,719,Hugh Laughlin,78,285,Athens  GA,GA,OT,0.8601,3,Virginia,Virginia,ACC,Committed,Virginia,OL
2021_848,720,Kameron Grays,73.5,194,Eight Mile  AL,AL,CB,0.8601,3,Florida State100%,Florida State,ACC,Not Committed,,DB
2021_691,721,Remington Strickland,75,294,Sugar Land  TX,TX,OC,0.86,3,N/A,N/A,Other,Not Committed,,OL
2021_708,722,Will Towns,71,190,Jackson  NJ,NJ,RB,0.86,3,Wake Forest,Wake Forest,ACC,Committed,Wake Forest,RB
2021_833,723,Cortez McKenzie,71,185,Saint Petersburg  FL,FL,OLB,0.86,3,Western Kentucky100%,Western Kentucky,Other,Not Committed,,LB
2021_693,724,Jay Woolfolk,73,200,Richmond  VA,VA,DUAL,0.8598,3,Virginia,Virginia,ACC,Committed,Virginia,QB
2021_694,725,Cole Bishop,75,200,Fayetteville  GA,GA,OLB,0.8594,3,Duke,Duke,ACC,Committed,Duke,LB
2021_695,726,Tim Burns Jr.,70,145,Miami  FL,FL,CB,0.8594,3,Miami,Miami,ACC,Committed,Miami,DB
2021_696,727,Nick Martin,71,190,Texarkana  TX,TX,ATH,0.8593,3,N/A,N/A,Other,Not Committed,,ATH
2021_697,728,Jayden Williams,73,195,West Des Moines  IA,IA,ATH,0.8593,3,Kansas State,Kansas State,Big 12,Committed,Kansas State,ATH
2021_698,729,Robert Army,72,186,Detroit  MI,MI,WR,0.8593,3,Iowa State,Iowa State,Big 12,Committed,Iowa State,WR
2021_699,730,Shawn Gates,72,175,Akron  OH,OH,CB,0.8593,3,Boston College,Boston College,ACC,Committed,Boston College,DB
2021_700,731,Paul Rodriguez,77.5,305,Mason  OH,OH,OT,0.8593,3,Kentucky,Kentucky,SEC,Committed,Kentucky,OL
2021_702,732,La'Vell Wright,72,204,Radcliff  KY,KY,RB,0.8593,3,Kentucky,Kentucky,SEC,Committed,Kentucky,RB
2021_703,733,Tyler Macon,72,185,East Saint Louis  IL,IL,DUAL,0.8593,3,Missouri,Missouri,SEC,Committed,Missouri,QB
2021_704,734,Nate Evans,73,175,Virginia Beach  VA,VA,CB,0.8593,3,NC State,NC State,Other,Committed,NC State,DB
2021_705,735,Myles Alston,74,175,Virginia Beach  VA,VA,ATH,0.8593,3,Pittsburgh,Pittsburgh,Other,Committed,Pittsburgh,ATH
2021_851,736,David Wohlabaugh,78,280,Stow  OH,OH,OT,0.8593,3,Kentucky,Kentucky,SEC,Committed,Kentucky,OL
2021_855,737,Arden Walker,76,245,Englewood  CO,CO,SDE,0.8593,3,N/A,N/A,Other,Not Committed,,DL
2021_876,738,Aubrey Burks,72,180,Auburndale  FL,FL,S,0.8593,3,USF100%,USF,Other,Not Committed,,DB
2021_1022,739,Mattheus Carroll,75,220,Baltimore  MD,MD,WDE,0.8593,3,Virginia Tech,Virginia Tech,ACC,Committed,Virginia Tech,DL
2021_1023,740,Dylan Merrell,73,179,Alpharetta  GA,GA,CB,0.8593,3,Duke,Duke,ACC,Committed,Duke,DB
2021_1024,741,Barryn Sorrell,75,250,New Orleans  LA,LA,SDE,0.8593,3,Northwestern,Northwestern,Big Ten,Committed,Northwestern,DL
2021_1025,742,Jordan Jones,73,215,Smiths Station  AL,AL,ILB,0.8593,3,Georgia State,Georgia State,Other,Committed,Georgia State,LB
2021_706,743,Willie Shaw,71,180,Oak Lawn  IL,IL,RB,0.8592,3,Toledo,Toledo,Other,Committed,Toledo,RB
2021_707,744,Gabe Ervin,72,200,Buford  GA,GA,RB,0.8588,3,N/A,N/A,Other,Not Committed,,RB
2021_711,745,Roderick Daniels,69,160,Duncanville  TX,TX,WR,0.8586,3,Baylor,Baylor,Big 12,Committed,Baylor,WR
2021_796,746,Taleeq Robbins,75,300,Philadelphia  PA,PA,DT,0.8586,3,Texas A&M100%,Texas A&M,SEC,Not Committed,,DL
2021_712,747,Jalen Kitna,76,200,Burleson  TX,TX,PRO,0.8583,3,Florida,Florida,SEC,Committed,Florida,QB
2021_596,748,James Wilborn Jr.,75,235,Avon  CT,CT,OLB,0.8581,3,N/A,N/A,Other,Not Committed,,LB
2021_715,749,Adrian Huey,70.5,160,Nashville  TN,TN,CB,0.8581,3,Mississippi State100%,Mississippi State,SEC,Not Committed,,DB
2021_716,750,J’Marion Gooch,79.5,358,Seymour  TN,TN,OT,0.8581,3,Auburn,Auburn,SEC,Committed,Auburn,OL
2021_717,751,Taylen Green,76,194,Lewisville  TX,TX,DUAL,0.8581,3,N/A,N/A,Other,Not Committed,,QB
2021_1026,752,Jawon Odoms,74,185,Paris  TN,TN,CB,0.8581,3,Memphis,Memphis,Other,Committed,Memphis,DB
2021_1027,753,Caleb Schmitz,76,200,Lititz  PA,PA,OLB,0.8581,3,Cincinnati,Cincinnati,Other,Committed,Cincinnati,LB
2021_664,754,Terion Sugick,74.5,288,Fort Washington  MD,MD,DT,0.858,3,Vanderbilt,Vanderbilt,SEC,Committed,Vanderbilt,DL
2021_718,755,Torey Phillips,77,270,Texarkana  TX,TX,DT,0.858,3,Arkansas100%,Arkansas,SEC,Not Committed,,DL
2021_719,756,Aidan Hubbard,76,218,Cleveland  OH,OH,OLB,0.8579,3,Northwestern,Northwestern,Big Ten,Committed,Northwestern,LB
2021_720,757,West Weeks,74,195,Watkinsville  GA,GA,ATH,0.8579,3,Virginia,Virginia,ACC,Committed,Virginia,ATH
2021_566,758,Enoka Migao,77,230,Temecula  CA,CA,WDE,0.8577,3,N/A,N/A,Other,Not Committed,,DL
2021_721,759,Ezra Oyetade,75,285,Garland  TX,TX,OC,0.8577,3,N/A,N/A,Other,Not Committed,,OL
2021_722,760,Marcus Morgan,75,180,Iowa City  IA,IA,ATH,0.8577,3,N/A,N/A,Other,Not Committed,,ATH
2021_723,761,Jace Williams,75,185,Grand Rapids  MI,MI,WR,0.8577,3,N/A,N/A,Other,Not Committed,,WR
2021_728,762,Anthony Tyus III,73,207,Portage  MI,MI,RB,0.8577,3,Northwestern,Northwestern,Big Ten,Committed,Northwestern,RB
2021_730,763,Joshua Sales,78,285,South Bend  IN,IN,OT,0.8577,3,Indiana100%,Indiana,Big Ten,Not Committed,,OL
2021_731,764,Robbie Ouzts,76,240,Rock Hill  SC,SC,TE,0.8577,3,N/A,N/A,Other,Not Committed,,TE
2021_732,765,Joshua Baka,73,185,Oakdale  CT,CT,CB,0.8577,3,N/A,N/A,Other,Not Committed,,DB
2021_736,766,Fredrick Seabrough,76,215,Swainsboro  GA,GA,TE,0.8577,3,N/A,N/A,Other,Not Committed,,TE
2021_737,767,Javon Bullard,72,183,Milledgeville  GA,GA,CB,0.8577,3,N/A,N/A,Other,Not Committed,,DB
2021_738,768,Justin Franklin,69,160,Douglasville  GA,GA,ATH,0.8577,3,N/A,N/A,Other,Not Committed,,ATH
2021_740,769,TJ Huggins,74,163,Miami  FL,FL,WR,0.8577,3,N/A,N/A,Other,Not Committed,,WR
2021_741,770,AJ Rollins,78,220,Omaha  NE,NE,TE,0.8577,3,Nebraska100%,Nebraska,Big Ten,Not Committed,,TE
2021_742,771,Da'Quan Gonzales,70.5,173,Jensen Beach  FL,FL,CB,0.8577,3,N/A,N/A,Other,Not Committed,,DB
2021_743,772,T.J. Sanders,77,275,Marion  SC,SC,DT,0.8577,3,South Carolina100%,South Carolina,SEC,Not Committed,,DL
2021_849,773,Ese Dubre,74,220,Powder Springs  GA,GA,ILB,0.8577,3,N/A,N/A,Other,Not Committed,,LB
2021_1028,774,Mason Randolph,76,280,Yorba Linda  CA,CA,OG,0.8577,3,N/A,N/A,Other,Not Committed,,OL
2021_1029,775,Darren Barkins,72,170,Chula Vista  CA,CA,CB,0.8577,3,Oregon,Oregon,Pac-12,Committed,Oregon,DB
2021_1030,776,Austin Barry,78,260,Riverside  CA,CA,OT,0.8577,3,N/A,N/A,Other,Not Committed,,OL
2021_1031,777,Jacob Coleman,76,215,Chesterfield  VA,VA,ATH,0.8577,3,East Carolina100%,East Carolina,Other,Not Committed,,ATH
2021_744,778,Jordyn Williams,73,182,Albany  GA,GA,WR,0.8576,3,Indiana,Indiana,Big Ten,Committed,Indiana,WR
2021_607,779,Iverson Celestine,70,198,Mandeville  LA,LA,RB,0.8573,3,Utah100%,Utah,Pac-12,Not Committed,,RB
2021_745,780,Raider Damuni,74,190,Provo  UT,UT,ATH,0.8573,3,BYU,BYU,Other,Committed,BYU,ATH
2021_746,781,Jimmy Valsin,75,180,Arlington  TX,TX,WR,0.8573,3,N/A,N/A,Other,Not Committed,,WR
2021_747,782,Victor Wikstrom,75,235,Sweden  SWED,ED,TE,0.8573,3,West Virginia,West Virginia,Big 12,Committed,West Virginia,TE
2021_748,783,Marco Avant,74.5,212,Forrest City  AR,AR,OLB,0.8573,3,Arkansas,Arkansas,SEC,Committed,Arkansas,LB
2021_750,784,Romario Noel,74.5,194,Cypress  TX,TX,S,0.8573,3,Baylor,Baylor,Big 12,Committed,Baylor,DB
2021_751,785,Darius Green,72,190,Covington  GA,GA,S,0.8573,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,DB
2021_895,786,Zen Michalski,78,280,Floyds Knobs  IN,IN,OT,0.8573,3,Louisville,Louisville,ACC,Committed,Louisville,OL
2021_992,787,Jaylen Jones,73,185,Richmond  VA,VA,WR,0.8573,3,Virginia Tech,Virginia Tech,ACC,Committed,Virginia Tech,WR
2021_729,788,Lawson Albright,77,225,Greensboro  NC,NC,TE,0.8572,3,Northwestern,Northwestern,Big Ten,Committed,Northwestern,TE
2021_734,789,Jaydon Collins,78,275,Greer  SC,SC,OT,0.8572,3,Wake Forest,Wake Forest,ACC,Committed,Wake Forest,OL
2021_735,790,Michael Lunz,75,230,Radcliff  KY,KY,ILB,0.8572,3,Arkansas State,Arkansas State,Other,Committed,Arkansas State,LB
2021_752,791,Jim Bonifas,77,255,Dubuque  IA,IA,OT,0.8572,3,Iowa State,Iowa State,Big 12,Committed,Iowa State,OL
2021_753,792,Iesa Jarmon,73,180,Cincinnati  OH,OH,CB,0.8572,3,Cincinnati,Cincinnati,Other,Committed,Cincinnati,DB
2021_754,793,DC Tabscott,74.5,201,Nashville  TN,TN,PRO,0.8572,3,Appalachian State,Appalachian State,Other,Committed,Appalachian State,QB
2021_755,794,Ethan Boyd,79,285,East Lansing  MI,MI,OT,0.8572,3,Michigan State,Michigan State,Big Ten,Committed,Michigan State,OL
2021_756,795,Jaylin Mines,73,190,Oak Park  MI,MI,S,0.8572,3,Toledo,Toledo,Other,Committed,Toledo,DB
2021_758,796,Jay Jones,72,189,Demopolis  AL,AL,CB,0.8572,3,Tennessee,Tennessee,SEC,Committed,Tennessee,DB
2021_821,797,CJ Dippre,77,245,Jermyn  PA,PA,TE,0.8572,3,Maryland,Maryland,Big Ten,Committed,Maryland,TE
2021_1032,798,Nigel Tate,74,295,Potomac  MD,MD,DT,0.8572,3,Boston College,Boston College,ACC,Committed,Boston College,DL
2021_760,799,Rance Conner,70,173,Miami  FL,FL,CB,0.8568,3,Louisville,Louisville,ACC,Committed,Louisville,DB
2021_761,800,Eric McAlister,75,180,Azle  TX,TX,WR,0.8567,3,N/A,N/A,Other,Not Committed,,WR
2021_763,801,Joe Alt,79,257,Minneapolis  MN,MN,OT,0.8567,3,Iowa100%,Iowa,Big Ten,Not Committed,,OL
2021_762,802,Kiael Kelly,73,200,Tampa  FL,FL,DUAL,0.8566,3,N/A,N/A,Other,Not Committed,,QB
