ID,Ranking,Name,Height in inches,wt in lbs,Hometown2,State2,Position,Rating,Stars,College,College lean,Conference,Committed,Committed to,pos_group
2021_410,399,Byron Murphy II,73,290,DeSoto  TX,TX,DT,0.883,3,N/A,N/A,Other,Not Committed,,DL
2021_411,400,KeyShawn Spencer,70,181,Melbourne  FL,FL,RB,0.883,3,USF83%,USF,Other,Not Committed,,RB
2021_211,401,Justin Johnson,71,190,Edwardsville  IL,IL,RB,0.8823,3,N/A,N/A,Other,Not Committed,,RB
2021_150,402,Jacob Rodriguez,74,205,Wichita Falls  TX,TX,DUAL,0.8821,3,Virginia,Virginia,ACC,Committed,Virginia,QB
2021_469,403,Ryan Rodriguez,75,280,Miami  FL,FL,OC,0.8817,3,Miami,Miami,ACC,Committed,Miami,OL
2021_113,404,Easton Mascarenas,72,215,Mission Viejo  CA,CA,ILB,0.881,3,Oregon State,Oregon State,Pac-12,Committed,Oregon State,LB
2021_413,405,Gennings Dunker,76,265,Lena  IL,IL,OT,0.881,3,Iowa,Iowa,Big Ten,Committed,Iowa,OL
2021_414,406,Malik McClain,76,195,Bradenton  FL,FL,WR,0.881,3,N/A,N/A,Other,Not Committed,,WR
2021_415,407,Rod Moore,71,180,Clayton  OH,OH,S,0.8809,3,Michigan,Michigan,Big Ten,Committed,Michigan,DB
2021_417,408,Keagan Johnson,73,180,Bellevue  NE,NE,ATH,0.8809,3,Iowa,Iowa,Big Ten,Committed,Iowa,ATH
2021_418,409,Michael Jackson,72,198,Las Vegas  NV,NV,WR,0.8809,3,USC,USC,Pac-12,Committed,USC,WR
2021_439,410,Dakota Mitchell,72,184,Winter Park  FL,FL,S,0.8809,3,LSU100%,LSU,SEC,Not Committed,,DB
2021_489,411,Terrence Cooks,74,210,Pearland  TX,TX,OLB,0.8809,3,Texas100%,Texas,Big 12,Not Committed,,LB
2021_59,412,Clay Millen,75,188,Snoqualmie  WA,WA,PRO,0.8804,3,Colorado100%,Colorado,Pac-12,Not Committed,,QB
2021_351,413,Tray Curry,76,210,Cleveland  TN,TN,WR,0.8802,3,N/A,N/A,Other,Not Committed,,WR
2021_1005,414,Aden Kelley,75,275,Thomas  OK,OK,DT,0.8801,3,Oklahoma State80%,Oklahoma State,Big 12,Not Committed,,DL
2021_412,415,Cooper Jones,78,245,Valparaiso  IN,IN,SDE,0.8797,3,Indiana,Indiana,Big Ten,Committed,Indiana,DL
2021_419,416,Cullen Montgomery,77,315,Bellaire  TX,TX,OT,0.8797,3,Oklahoma,Oklahoma,Big 12,Committed,Oklahoma,OL
2021_420,417,Dorien Ford,76,290,Pittsburgh  PA,PA,DT,0.8797,3,Pittsburgh100%,Pittsburgh,Other,Not Committed,,DL
2021_421,418,George Jackson,76,350,Stone Mountain  GA,GA,OT,0.8797,3,Florida,Florida,SEC,Committed,Florida,OL
2021_339,419,Terry Wells,76,306,Wynne  AR,AR,OT,0.8793,3,Arkansas,Arkansas,SEC,Committed,Arkansas,OL
2021_93,420,Deshauwn Alleyne,72,210,Port Saint Lucie  FL,FL,ILB,0.8791,3,N/A,N/A,Other,Not Committed,,LB
2021_422,421,Bryan Sanborn,74,210,Lake Zurich  IL,IL,ILB,0.8789,3,Wisconsin,Wisconsin,Big Ten,Committed,Wisconsin,LB
2021_423,422,Luke Collinsworth,78,300,Brookville  IN,IN,OT,0.8789,3,Cincinnati,Cincinnati,Other,Committed,Cincinnati,OL
2021_425,423,Christian Lewis,75,190,Pleasant Grove  AL,AL,WR,0.8789,3,N/A,N/A,Other,Not Committed,,WR
2021_426,424,Kanarius Johnson,74,190,Laurel  MS,MS,WR,0.8789,3,Mississippi State100%,Mississippi State,SEC,Not Committed,,WR
2021_559,425,Elia Migao,74,320,Temecula  CA,CA,OG,0.8789,3,N/A,N/A,Other,Not Committed,,OL
2021_713,426,Jaydon Williams,73,195,Dallas  TX,TX,OLB,0.8789,3,Arizona State,Arizona State,Pac-12,Committed,Arizona State,LB
2021_503,427,Patrick Payton,77,205,Miami  FL,FL,OLB,0.8788,3,Nebraska,Nebraska,Big Ten,Committed,Nebraska,LB
2021_427,428,Voi Tunuufi,74,280,Salt Lake City  UT,UT,DT,0.8784,3,Washington,Washington,Pac-12,Committed,Washington,DL
2021_428,429,Rodney McGraw,77,223,Elkhart  IN,IN,WDE,0.8784,3,Penn State,Penn State,Big Ten,Committed,Penn State,DL
2021_429,430,Jarris Williams,70,184,Eight Mile  AL,AL,RB,0.8784,3,Troy,Troy,Other,Committed,Troy,RB
2021_430,431,Lake McRee,76,217,Austin  TX,TX,TE,0.8784,3,USC,USC,Pac-12,Committed,USC,TE
2021_365,432,Tymir Brown,70,166,Jacksonville  NC,NC,ATH,0.8783,3,North Carolina,North Carolina,ACC,Committed,North Carolina,ATH
2021_431,433,Javonte Gardner,77,290,Orlando  FL,FL,OT,0.8783,3,Florida,Florida,SEC,Committed,Florida,OL
2021_74,434,Dameon Wilson,73,210,Kings Mountain  NC,NC,ILB,0.8782,3,N/A,N/A,Other,Not Committed,,LB
2021_241,435,Kyran Montgomery,76,215,Indianapolis  IN,IN,WDE,0.8779,3,N/A,N/A,Other,Not Committed,,DL
2021_42,436,Caleb Coombs,70,175,Washington  DC,DC,WR,0.8778,3,N/A,N/A,Other,Not Committed,,WR
2021_433,437,Walker Merrill,73,178,Brentwood  TN,TN,WR,0.8777,3,Tennessee,Tennessee,SEC,Committed,Tennessee,WR
2021_434,438,James Gillespie,74,300,Woodbridge  VA,VA,DT,0.8777,3,N/A,N/A,Other,Not Committed,,DL
2021_435,439,Rodney Hammond,70,170,Norfolk  VA,VA,ATH,0.8777,3,Pittsburgh,Pittsburgh,Other,Committed,Pittsburgh,ATH
2021_436,440,Alonzo Fontenette,75,175,Westlake Village  CA,CA,WR,0.8777,3,N/A,N/A,Other,Not Committed,,WR
2021_525,441,Kyron Drones,74,195,Pearland  TX,TX,DUAL,0.8777,3,Baylor,Baylor,Big 12,Committed,Baylor,QB
2021_440,442,Mason Murphy,77,290,San Juan Capistrano  CA,CA,OT,0.8776,3,USC,USC,Pac-12,Committed,USC,OL
2021_441,443,Breon Pass,72,160,Reidsville  NC,NC,WR,0.8776,3,N/A,N/A,Other,Not Committed,,WR
2021_442,444,Cam Jeffery,72,195,Tuscaloosa  AL,AL,ATH,0.8776,3,N/A,N/A,Other,Not Committed,,ATH
2021_443,445,Tyler McLaurin,74,210,Bolingbrook  IL,IL,OLB,0.8776,3,Michigan,Michigan,Big Ten,Committed,Michigan,LB
2021_444,446,Kyndrich Breedlove,70.5,165,Nashville  TN,TN,ATH,0.8776,3,Ole Miss,Ole Miss,SEC,Committed,Ole Miss,ATH
2021_445,447,Victoine Brown,76,227,Loganville  GA,GA,SDE,0.8776,3,Louisville,Louisville,ACC,Committed,Louisville,DL
2021_446,448,Marlin Dean,78,265,Elberton  GA,GA,DT,0.8776,3,Georgia,Georgia,SEC,Committed,Georgia,DL
2021_476,449,Tevin Williams,72,172,Stillwater  OK,OK,CB,0.8776,3,Baylor,Baylor,Big 12,Committed,Baylor,DB
2021_487,450,Kuao Peihopa,75,306,Honolulu  HI,HI,DT,0.877,3,Washington,Washington,Pac-12,Committed,Washington,DL
2021_608,451,Ty Williams,73,186,Muskogee  OK,OK,S,0.8768,3,Oklahoma State,Oklahoma State,Big 12,Committed,Oklahoma State,DB
2021_645,452,Josh Moore,74,195,Atlanta  GA,GA,S,0.8768,3,Stanford,Stanford,Pac-12,Committed,Stanford,DB
2021_407,453,Hal Presley,75,190,Arlington  TX,TX,WR,0.8767,3,Baylor,Baylor,Big 12,Committed,Baylor,WR
2021_448,454,Zakhari Spears,74,180,Los Angeles  CA,CA,CB,0.8767,3,Washington,Washington,Pac-12,Committed,Washington,DB
2021_1006,455,Tate Williams,76,264,Wall  TX,TX,OG,0.8764,3,Baylor,Baylor,Big 12,Committed,Baylor,OL
2021_449,456,Colin Mobley,76,260,Hyattsville  MD,MD,SDE,0.8763,3,USC,USC,Pac-12,Committed,USC,DL
2021_450,457,Dylan Goffney,73,195,Cypress  TX,TX,WR,0.8763,3,SMU,SMU,Other,Committed,SMU,WR
2021_451,458,Joshua Burrell,74,208,Blythewood  SC,SC,WR,0.8763,3,Florida State,Florida State,ACC,Committed,Florida State,WR
2021_766,459,Kaleb Elarms-Orr,75,222,Hayward  CA,CA,WDE,0.8763,3,California100%,California,Pac-12,Not Committed,,DL
2021_452,460,Daylan Carnell,73.5,195,Indianapolis  IN,IN,CB,0.8762,3,Missouri,Missouri,SEC,Committed,Missouri,DB
2021_453,461,Kyree Young,73,200,Akron  OH,OH,RB,0.8762,3,Kentucky100%,Kentucky,SEC,Not Committed,,RB
2021_454,462,Quincy Skinner Jr.,73,175,Fort Lauderdale  FL,FL,WR,0.8762,3,N/A,N/A,Other,Not Committed,,WR
2021_96,463,Diego Pounds,78,305,Raleigh  NC,NC,OT,0.876,3,N/A,N/A,Other,Not Committed,,OL
2021_455,464,Jackson Acker,73,210,Verona  WI,WI,RB,0.8756,3,Wisconsin,Wisconsin,Big Ten,Committed,Wisconsin,RB
2021_456,465,Jordan Mukes,76,192,Choctaw  OK,OK,S,0.8756,3,Oklahoma,Oklahoma,Big 12,Committed,Oklahoma,DB
2021_458,466,Griffin Liddle,75,270,Bettendorf  IA,IA,DT,0.8755,3,Iowa,Iowa,Big Ten,Committed,Iowa,DL
2021_459,467,Beau Stephens,78,320,Blue Springs  MO,MO,OT,0.8755,3,Iowa,Iowa,Big Ten,Committed,Iowa,OL
2021_460,468,Keuan Parker,71,173,Tulsa  OK,OK,CB,0.8755,3,Arkansas,Arkansas,SEC,Committed,Arkansas,DB
2021_461,469,Roc Taylor,74,212,Oxford  AL,AL,ATH,0.8755,3,Tennessee,Tennessee,SEC,Committed,Tennessee,ATH
2021_402,470,Tyler Morehead,71,185,Homerville  GA,GA,ATH,0.875,3,Florida Atlantic100%,Florida Atlantic,Other,Not Committed,,ATH
2021_509,471,Christopher Thomas,78,290,Fort Myers  FL,FL,DT,0.875,3,Florida,Florida,SEC,Committed,Florida,DL
2021_462,472,Erik Olsen,77,230,Littleton  CO,CO,TE,0.8749,3,UCLA100%,UCLA,Pac-12,Not Committed,,TE
2021_432,473,JJ Jones,75,195,Myrtle Beach  SC,SC,WR,0.8748,3,North Carolina,North Carolina,ACC,Committed,North Carolina,WR
2021_463,474,Tyler Johnson,74,200,Miami  FL,FL,OLB,0.8748,3,Miami,Miami,ACC,Committed,Miami,LB
2021_464,475,Cameron James,80,280,Chicago  IL,IL,OT,0.8748,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,OL
2021_465,476,Logan Fano,76,230,Spanish Fork  UT,UT,WDE,0.8748,3,N/A,N/A,Other,Not Committed,,DL
2021_639,477,Albert Regis,73,300,La Porte  TX,TX,DT,0.8744,3,Minnesota100%,Minnesota,Big Ten,Not Committed,,DL
2021_466,478,Brandon Buckhaulter,75,207,Flowood  MS,MS,WR,0.8743,3,Mississippi State,Mississippi State,SEC,Committed,Mississippi State,WR
2021_467,479,Joshua Farmer,75,250,Apalachicola  FL,FL,SDE,0.8743,3,Florida State,Florida State,ACC,Committed,Florida State,DL
2021_468,480,Phillip O'Brien Jr.,72,169,Deerfield Beach  FL,FL,S,0.8743,3,Auburn,Auburn,SEC,Committed,Auburn,DB
2021_518,481,Anquin Barnes,77,299,Montgomery  AL,AL,DT,0.8743,3,Alabama,Alabama,SEC,Committed,Alabama,DL
2021_416,482,Robert Regan,72,186,Orange  CA,CA,CB,0.8742,3,Wisconsin100%,Wisconsin,Big Ten,Not Committed,,DB
2021_438,483,Christian Burkhalter,77,230,Spanish Fort  AL,AL,WDE,0.8742,3,Nebraska100%,Nebraska,Big Ten,Not Committed,,DL
2021_470,484,Juan Davis,76,217,Fort Worth  TX,TX,ATH,0.8742,3,Texas,Texas,Big 12,Committed,Texas,ATH
2021_471,485,Devon Williams,73,215,Dublin  OH,OH,OLB,0.8742,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,LB
2021_472,486,Barylre Davenport,76,224,Chickasaw  AL,AL,WDE,0.8742,3,N/A,N/A,Other,Not Committed,,DL
2021_473,487,Jalen Cheek,73,187,Atco  NJ,NJ,CB,0.8742,3,Boston College,Boston College,ACC,Committed,Boston College,DB
2021_474,488,Jeffrey Bowie,77,245,West Branch  IA,IA,SDE,0.8742,3,Iowa,Iowa,Big Ten,Committed,Iowa,DL
2021_475,489,Henry Lutovsky,78,320,Mount Pleasant  IA,IA,OG,0.8742,3,Nebraska,Nebraska,Big Ten,Committed,Nebraska,OL
2021_477,490,Ahmari Huggins-Bruce,70,163,Dillon  SC,SC,WR,0.8742,3,Louisville100%,Louisville,ACC,Not Committed,,WR
2021_478,491,Bralyn Oliver,74,195,Cornelius  NC,NC,S,0.8742,3,Louisville,Louisville,ACC,Committed,Louisville,DB
2021_479,492,Chauncey Magwood,72,187,Leesburg  GA,GA,WR,0.8742,3,Kentucky,Kentucky,SEC,Committed,Kentucky,WR
2021_485,493,Miles Campbell,75,234,Douglasville  GA,GA,TE,0.8742,3,Tennessee,Tennessee,SEC,Committed,Tennessee,TE
2021_570,494,Nick Dimitris,76,235,Baldwin Park  CA,CA,WDE,0.8742,3,Colorado75%,Colorado,Pac-12,Not Committed,,DL
2021_535,495,Jabril McNeill,76,225,Raleigh  NC,NC,OLB,0.8741,3,NC State100%,NC State,Other,Not Committed,,LB
2021_480,496,Demetrius Cannon,75,205,Saint Louis  MO,MO,WR,0.8739,3,N/A,N/A,Other,Not Committed,,WR
2021_483,497,Keontez Lewis,74,185,East Saint Louis  IL,IL,WR,0.8739,3,N/A,N/A,Other,Not Committed,,WR
2021_1007,498,Corey Yeoman,74,214,Suffield,CT,ILB,0.8739,3,N/A,N/A,Other,Not Committed,,LB
2021_484,499,William Parker,77,325,Nashville  TN,TN,OT,0.8738,3,N/A,N/A,Other,Not Committed,,OL
2021_486,500,Mitchell Evans,79,240,Wadsworth  OH,OH,TE,0.8738,3,Michigan State100%,Michigan State,Big Ten,Not Committed,,TE
2021_886,501,Bryce Stephens,72,165,Oklahoma City  OK,OK,WR,0.8738,3,N/A,N/A,Other,Not Committed,,WR
2021_488,502,Elijah Bean,77,185,Humble  TX,TX,WR,0.8736,3,Baylor,Baylor,Big 12,Committed,Baylor,WR
2021_584,503,Trevion Cooley,71,205,Knightdale  NC,NC,RB,0.8736,3,Louisville,Louisville,ACC,Committed,Louisville,RB
2021_491,504,Logan Diggs,72,195,Metairie  LA,LA,RB,0.8735,3,N/A,N/A,Other,Not Committed,,RB
2021_573,505,Danny Stutsman,74.5,215,Winter Garden  FL,FL,OLB,0.8735,3,Oklahoma,Oklahoma,Big 12,Committed,Oklahoma,LB
2021_492,506,Darryl Peterson,75,235,Akron  OH,OH,SDE,0.8734,3,Wisconsin,Wisconsin,Big Ten,Committed,Wisconsin,DL
2021_493,507,Mark Wilson,72,170,Houston  TX,TX,S,0.8734,3,Houston,Houston,Other,Committed,Houston,DB
2021_221,508,Kamonte Grimes,74,185,Naples  FL,FL,ATH,0.8732,3,N/A,N/A,Other,Not Committed,,ATH
2021_494,509,Bryson Nesbit,78,220,Charlotte  NC,NC,TE,0.873,3,South Carolina100%,South Carolina,SEC,Not Committed,,TE
2021_495,510,Ayo Adebogun,75,205,Thiensville  WI,WI,WDE,0.873,3,Wisconsin,Wisconsin,Big Ten,Committed,Wisconsin,DL
2021_1008,511,Jayden Johnson,74,200,Cedartown  GA,GA,ATH,0.8728,3,South Carolina100%,South Carolina,SEC,Not Committed,,ATH
2021_561,512,Ryan Barnes,74,180,Gaithersburg  MD,MD,CB,0.8723,3,Notre Dame,Notre Dame,Other,Committed,Notre Dame,DB
2021_386,513,Zeiqui Lawton,75,240,Charleston  WV,WV,SDE,0.8722,3,West Virginia100%,West Virginia,Big 12,Not Committed,,DL
2021_497,514,Tim Williams,74,254,Clearwater  FL,FL,DT,0.8722,3,N/A,N/A,Other,Not Committed,,DL
2021_498,515,Trinity Bell,79,260,Albertville  AL,AL,ATH,0.8722,3,Tennessee,Tennessee,SEC,Committed,Tennessee,ATH
2021_500,516,Makai Cope,74,190,Culver City  CA,CA,WR,0.8721,3,Stanford100%,Stanford,Pac-12,Not Committed,,WR
2021_502,517,Lemeke Brockington,72,185,Moultrie  GA,GA,WR,0.8721,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,WR
2021_504,518,Justin Walters,74,175,Bolingbrook  IL,IL,S,0.8721,3,Notre Dame,Notre Dame,Other,Committed,Notre Dame,DB
2021_505,519,Keshon Griffin,76,220,Hammonton  NJ,NJ,WDE,0.8721,3,Rutgers,Rutgers,Big Ten,Committed,Rutgers,DL
2021_506,520,Jaden Harrell,74,215,Urbandale  IA,IA,ILB,0.8721,3,Iowa,Iowa,Big Ten,Committed,Iowa,LB
2021_507,521,Andrel Anthony,74,175,East Lansing  MI,MI,WR,0.8721,3,Michigan67%,Michigan,Big Ten,Not Committed,,WR
2021_508,522,Kobe King,72.5,223,Detroit  MI,MI,ILB,0.8721,3,Penn State,Penn State,Big Ten,Committed,Penn State,LB
2021_603,523,Cisco Caston,74,195,Weatherford  TX,TX,S,0.8721,3,Baylor,Baylor,Big 12,Committed,Baylor,DB
2021_605,524,Jake Slaughter,76,300,Ocala  FL,FL,OC,0.8721,3,Florida State,Florida State,ACC,Committed,Florida State,OL
2021_510,525,Bryson Estes,75,291,McDonough  GA,GA,OC,0.8717,3,Florida State,Florida State,ACC,Committed,Florida State,OL
2021_512,526,Lyrik Rawls,73,180,Marshall  TX,TX,S,0.8714,3,SMU100%,SMU,Other,Not Committed,,DB
2021_513,527,Devin Aupiu,77,215,Oxnard  CA,CA,OLB,0.8714,3,UCLA,UCLA,Pac-12,Committed,UCLA,LB
2021_617,528,Kaleb Higgins,74,175,Folsom  CA,CA,CB,0.8714,3,California,California,Pac-12,Committed,California,DB
2021_514,529,Will Schweitzer,76,210,Los Gatos  CA,CA,OLB,0.8713,3,Nebraska,Nebraska,Big Ten,Committed,Nebraska,LB
2021_620,530,Maximus Gibbs,78,385,Bellflower  CA,CA,OT,0.8713,3,USC,USC,Pac-12,Committed,USC,OL
2021_515,531,Jack Hollifield,75,225,Shelby  NC,NC,ILB,0.871,3,Virginia Tech100%,Virginia Tech,ACC,Not Committed,,LB
2021_516,532,Kevin Knowles,70,168,Hollywood  FL,FL,CB,0.871,3,Florida State,Florida State,ACC,Committed,Florida State,DB
2021_1009,533,Bubba Chandler,76,195,Bogart  GA,GA,PRO,0.871,3,Clemson,Clemson,ACC,Committed,Clemson,QB
2021_1010,534,Ke'Travion Hargrove,71,185,Ruston  LA,LA,RB,0.871,3,Louisiana Tech,Louisiana Tech,Other,Committed,Louisiana Tech,RB
2021_519,535,Markus Allen,74,190,Clayton  OH,OH,WR,0.8709,3,Michigan,Michigan,Big Ten,Committed,Michigan,WR
2021_520,536,Ru'Quan Buckley,78,260,Grand Rapids  MI,MI,SDE,0.8709,3,Nebraska100%,Nebraska,Big Ten,Not Committed,,DL
2021_522,537,Eric McDaniels,72,225,Hopewell  VA,VA,RB,0.8709,3,N/A,N/A,Other,Not Committed,,RB
2021_523,538,Cole Carson,77,285,Bogata  TX,TX,OT,0.8709,3,Arkansas,Arkansas,SEC,Committed,Arkansas,OL
2021_776,539,Landen King,77,210,Humble  TX,TX,TE,0.8709,3,Auburn100%,Auburn,SEC,Not Committed,,TE
2021_524,540,De'Shawn Rucker,70,170,Tallahassee  FL,FL,S,0.8703,3,Tennessee,Tennessee,SEC,Committed,Tennessee,DB
2021_526,541,Alton McCaskill,73,195,Conroe  TX,TX,RB,0.8703,3,N/A,N/A,Other,Not Committed,,RB
2021_527,542,Damond Harmon,73,178,Highland Springs  VA,VA,CB,0.8702,3,N/A,N/A,Other,Not Committed,,DB
2021_528,543,Isaiah Nwokobia,72,191,Dallas  TX,TX,S,0.8702,3,SMU,SMU,Other,Committed,SMU,DB
2021_529,544,Carnell Davis,73,170,Richland  NJ,NJ,WR,0.8702,3,Rutgers,Rutgers,Big Ten,Committed,Rutgers,WR
2021_530,545,Heinrich Haarberg,77,185,Kearney  NE,NE,DUAL,0.8702,3,Nebraska,Nebraska,Big Ten,Committed,Nebraska,QB
2021_560,546,Chayden Peery,75,215,Chatsworth  CA,CA,PRO,0.8702,3,Georgia Tech,Georgia Tech,ACC,Committed,Georgia Tech,QB
2021_771,547,Leo Blackburn,77,217,Atlanta  GA,GA,TE,0.8702,3,Georgia Tech,Georgia Tech,ACC,Committed,Georgia Tech,TE
2021_531,548,Pat Coogan,77,290,Chicago  IL,IL,OG,0.8701,3,Notre Dame,Notre Dame,Other,Committed,Notre Dame,OL
2021_532,549,Jaden Slocum,74,181,Alpharetta  GA,GA,S,0.8701,3,N/A,N/A,Other,Not Committed,,DB
2021_582,550,Alijah Clark,73,180,Camden  NJ,NJ,CB,0.8701,3,Rutgers,Rutgers,Big Ten,Committed,Rutgers,DB
2021_653,551,Bryon Threats,70,190,Dublin  OH,OH,ATH,0.8701,3,Purdue,Purdue,Big Ten,Committed,Purdue,ATH
2021_1011,552,Gunnar Helm,77,225,Englewood  CO,CO,TE,0.8699,3,N/A,N/A,Other,Not Committed,,TE
2021_533,553,ZionAngelo Shockley,76,230,Baltimore  MD,MD,WDE,0.8696,3,Maryland,Maryland,Big Ten,Committed,Maryland,DL
2021_534,554,Anthony Hundley,75,270,Miami  FL,FL,DT,0.8696,3,LSU,LSU,SEC,Committed,LSU,DL
2021_536,555,Colten Gauthier,75,205,Dacula  GA,GA,PRO,0.8695,3,South Carolina,South Carolina,SEC,Committed,South Carolina,QB
2021_701,556,Robert Jackson,78,245,Warminster  PA,PA,SDE,0.8693,3,N/A,N/A,Other,Not Committed,,DL
2021_1012,557,Riley Leonard,76,203,Fairhope  AL,AL,ATH,0.8693,3,Duke,Duke,ACC,Committed,Duke,ATH
2021_457,558,Jason Onye,77,245,Warwick  RI,RI,WDE,0.8689,3,Notre Dame,Notre Dame,Other,Committed,Notre Dame,DL
2021_496,559,E'maurion Banks,76,260,Wichita Falls  TX,TX,SDE,0.8689,3,Texas Tech,Texas Tech,Big 12,Committed,Texas Tech,DL
2021_1013,560,Saia Mapakaitolo,77,280,Mission Hills  CA,CA,OT,0.8689,3,USC,USC,Pac-12,Committed,USC,OL
2021_537,561,Kaleb Edwards,72,195,Dacula  GA,GA,S,0.8688,3,Notre Dame100%,Notre Dame,Other,Not Committed,,DB
2021_538,562,Aalah Brown,70,185,Valdosta  GA,GA,WR,0.8688,3,N/A,N/A,Other,Not Committed,,WR
2021_539,563,Terrence Enos,77,317,Detroit  MI,MI,OT,0.8688,3,Pittsburgh,Pittsburgh,Other,Committed,Pittsburgh,OL
2021_540,564,Will Crowder,74.5,195,Gardendale  AL,AL,PRO,0.8688,3,West Virginia,West Virginia,Big 12,Committed,West Virginia,QB
2021_541,565,Loyal Crawford,72,190,Eau Claire  WI,WI,RB,0.8688,3,Wisconsin,Wisconsin,Big Ten,Committed,Wisconsin,RB
2021_542,566,Zemarion Harrell,74,220,Virginia Beach  VA,VA,OLB,0.8688,3,N/A,N/A,Other,Not Committed,,LB
2021_543,567,Malik Newton,71.5,223,Norfolk  VA,VA,RB,0.8688,3,Pittsburgh,Pittsburgh,Other,Committed,Pittsburgh,RB
2021_544,568,Ryan Keeler,76.5,250,Chicago  IL,IL,SDE,0.8688,3,Rutgers100%,Rutgers,Big Ten,Not Committed,,DL
2021_545,569,Jameson Geers,76.5,240,New Lenox  IL,IL,TE,0.8688,3,Minnesota,Minnesota,Big Ten,Committed,Minnesota,TE
2021_546,570,Davonte Pritchard,73,200,Gardner  KS,KS,ATH,0.8688,3,Kansas State,Kansas State,Big 12,Committed,Kansas State,ATH
2021_547,571,Tyas Martin,75,318,Jacksonville  AR,AR,DT,0.8688,3,Virginia Tech,Virginia Tech,ACC,Committed,Virginia Tech,DL
2021_548,572,Malik Rutherford,69,165,Hialeah  FL,FL,WR,0.8688,3,Georgia Tech,Georgia Tech,ACC,Committed,Georgia Tech,WR
2021_549,573,Connor Heffernan,76,260,Georgetown  TX,TX,OT,0.8688,3,Baylor,Baylor,Big 12,Committed,Baylor,OL
2021_709,574,Marvin Martin,72,185,Vicksburg  MS,MS,S,0.8688,3,N/A,N/A,Other,Not Committed,,DB
2021_724,575,Ross Maseuli,74.5,350,Santa Ana  CA,CA,OG,0.8688,3,N/A,N/A,Other,Not Committed,,OL
2021_550,576,Ricardo Hallman,72,183,Fort Lauderdale  FL,FL,CB,0.8687,3,Wisconsin100%,Wisconsin,Big Ten,Not Committed,,DB
2021_551,577,Larry Smith,70,170,Jacksonville  FL,FL,S,0.8682,3,Indiana,Indiana,Big Ten,Committed,Indiana,DB
2021_552,578,CJ Baskerville,74,180,North Richland Hills  TX,TX,S,0.8681,3,Oklahoma State100%,Oklahoma State,Big 12,Not Committed,,DB
2021_553,579,Jeffrey Davis Jr.,72,170,West Hartford  CT,CT,CB,0.8681,3,Penn State,Penn State,Big Ten,Committed,Penn State,DB
2021_609,580,Chris Murray,75,240,Wichita Falls  TX,TX,SDE,0.8681,3,TCU,TCU,Big 12,Committed,TCU,DL
2021_764,581,Ezavier Staples,74,182,Long Beach  CA,CA,WR,0.8681,3,UCLA,UCLA,Pac-12,Committed,UCLA,WR
2021_554,582,Deacon Hill,75,230,Santa Barbara  CA,CA,PRO,0.868,3,Wisconsin,Wisconsin,Big Ten,Committed,Wisconsin,QB
2021_555,583,Andrew Wilson-Lamp,75,175,Massillon  OH,OH,WR,0.868,3,West Virginia,West Virginia,Big 12,Committed,West Virginia,WR
2021_556,584,Jaylen Wright,71,187,Durham  NC,NC,RB,0.868,3,Tennessee,Tennessee,SEC,Committed,Tennessee,RB
2021_557,585,Joshua Robinson,76,235,Douglasville  GA,GA,WDE,0.868,3,Georgia Tech,Georgia Tech,ACC,Committed,Georgia Tech,DL
2021_43,586,Caleb Johnson,70,170,Greenville  TX,TX,WR,0.8678,3,N/A,N/A,Other,Not Committed,,WR
2021_558,587,Tobechi Okoli,77,250,Kansas City  MO,MO,SDE,0.8678,3,Oklahoma50%,Oklahoma,Big 12,Not Committed,,DL
2021_563,588,Maurice Heims,77,235,Santa Margarita  CA,CA,WDE,0.8678,3,N/A,N/A,Other,Not Committed,,DL
2021_564,589,Jackie Marshall,73.5,230,Reserve  LA,LA,ILB,0.8678,3,N/A,N/A,Other,Not Committed,,LB
2021_565,590,Sirad Bryant,73,184,Cordele  GA,GA,S,0.8678,3,N/A,N/A,Other,Not Committed,,DB
2021_567,591,Rod Orr,79,296,Gadsden  AL,AL,OT,0.8678,3,N/A,N/A,Other,Not Committed,,OL
2021_1014,592,Noah Pulealii,76,300,Salinas  CA,CA,OG,0.8678,3,N/A,N/A,Other,Not Committed,,OL
2021_1015,593,Shield Taylor,76,235,Alexandria  LA,LA,TE,0.8678,3,N/A,N/A,Other,Not Committed,,TE
2021_568,594,Jai Jones,70,230,Dallas  TX,TX,ILB,0.8675,3,Boise State,Boise State,Other,Committed,Boise State,LB
2021_16,595,Antwain Littleton,72,265,Washington  DC,DC,RB,0.8668,3,Maryland,Maryland,Big Ten,Committed,Maryland,RB
2021_490,596,Noah Avinger,71,165,Anaheim  CA,CA,CB,0.8668,3,N/A,N/A,Other,Not Committed,,DB
2021_569,597,Trey Reynolds,74,235,Queen Creek  AZ,AZ,ILB,0.8668,3,Utah,Utah,Pac-12,Committed,Utah,LB
2021_571,598,Terrell Tilmon,76,210,Arlington  TX,TX,WDE,0.8668,3,Oregon,Oregon,Pac-12,Committed,Oregon,DL
2021_572,599,Preston Terrell,75,180,Brownsburg  IN,IN,WR,0.8668,3,Purdue,Purdue,Big Ten,Committed,Purdue,WR
